order_id,customer_id,order_date,order_total,order_status,channel
2013003,19880,2026-07-30,468.82,delivered,marketplace
2013004,6630,2026-08-10,213.12,delivered,web
2013005,4554,2026-07-29,368.94,delivered,marketplace
2013006,15706,2026-08-09,52.44,shipped,marketplace
2013007,13559,2026-07-28,169.33,placed,web
2013008,49952,2026-08-13,486.86,shipped,mobile_app
2013009,40321,2026-08-14,192.56,shipped,marketplace
2013010,38342,2026-08-08,405.05,placed,mobile_app
2013011,32692,2026-08-17,448.03,shipped,mobile_app
2013012,948,2026-08-07,187.23,returned,web
2013013,48913,2026-08-05,454.16,returned,web
2013014,36433,2026-08-11,373.4,placed,phone
2013015,10659,2026-08-05,423.35,shipped,web
2013016,17998,2026-08-22,425.04,shipped,phone
2013017,8551,2026-08-13,166.0,placed,marketplace
2013018,29230,2026-08-15,413.81,shipped,mobile_app
2013019,21093,2026-08-22,180.38,returned,phone
2013020,21652,2026-08-18,9.78,placed,mobile_app
2013021,10724,2026-08-07,168.25,shipped,marketplace
2013022,13899,2026-08-03,75.73,shipped,phone
2013023,45470,2026-07-30,20.68,delivered,marketplace
2013024,1436,2026-08-06,444.48,shipped,mobile_app
2013025,15717,2026-08-09,383.16,placed,phone
2013026,30095,2026-08-24,328.07,shipped,web
2013027,24145,2026-08-06,244.63,placed,mobile_app
2013028,31841,2026-08-09,426.92,placed,mobile_app
2013029,36610,2026-07-28,129.36,placed,mobile_app
2013030,32852,2026-08-11,468.54,shipped,web
2013031,13222,2026-08-15,136.75,returned,mobile_app
2013032,13593,2026-08-13,305.05,shipped,phone
2013033,29210,2026-08-22,223.12,placed,mobile_app
2013034,21930,2026-08-25,178.81,placed,web
2013035,6302,2026-08-06,387.45,delivered,phone
2013036,1876,2026-08-11,466.43,shipped,web
2013037,29574,2026-08-19,247.38,shipped,marketplace
2013038,29110,2026-08-05,291.6,placed,phone
2013039,49451,2026-08-22,290.3,shipped,marketplace
2013040,25756,2026-08-06,43.95,delivered,web
2013041,36791,2026-08-14,396.99,returned,mobile_app
2013042,17131,2026-08-14,449.56,returned,mobile_app
2013043,40563,2026-08-05,138.52,returned,marketplace
2013044,1924,2026-08-24,104.24,returned,phone
2013045,39754,2026-08-04,459.84,delivered,phone
2013046,22621,2026-08-03,95.98,delivered,phone
2013047,6001,2026-08-27,326.6,delivered,marketplace
2013048,822,2026-08-17,444.89,returned,mobile_app
2013049,36574,2026-08-20,201.87,shipped,web
2013050,19297,2026-08-18,249.66,shipped,marketplace
2013051,46317,2026-08-03,225.5,returned,phone
2013052,44488,2026-08-03,461.03,delivered,marketplace
2013053,17436,2026-08-25,250.07,shipped,phone
2013054,44113,2026-08-01,145.98,placed,mobile_app
2013055,14824,2026-08-05,384.72,placed,phone
2013056,24532,2026-08-07,250.27,delivered,marketplace
2013057,42015,2026-08-21,299.84,returned,marketplace
2013058,45045,2026-08-06,252.58,shipped,mobile_app
2013059,29232,2026-07-29,479.21,placed,phone
2013060,36003,2026-08-26,491.42,shipped,marketplace
2013061,36016,2026-08-02,414.03,delivered,web
2013062,40599,2026-08-27,197.64,placed,web
2013063,9122,2026-08-15,207.51,returned,web
2013064,17147,2026-08-11,84.24,delivered,mobile_app
2013065,30085,2026-07-28,155.33,delivered,web
2013066,11673,2026-08-13,443.21,delivered,phone
2013067,37260,2026-08-24,366.87,placed,mobile_app
2013068,6582,2026-08-06,203.0,placed,phone
2013069,8868,2026-08-13,219.28,returned,marketplace
2013070,46034,2026-08-02,483.36,shipped,marketplace
2013071,37851,2026-08-10,416.34,shipped,mobile_app
2013072,30645,2026-08-01,165.17,placed,web
2013073,36082,2026-07-31,35.65,returned,web
2013074,35267,2026-08-24,202.53,delivered,phone
2013075,3323,2026-08-20,50.86,placed,marketplace
2013076,44776,2026-08-21,314.73,shipped,web
2013077,41531,2026-08-25,297.41,returned,marketplace
2013078,33017,2026-08-26,117.31,delivered,marketplace
2013079,20554,2026-08-18,90.32,delivered,marketplace
2013080,47116,2026-07-31,257.97,returned,mobile_app
2013081,46772,2026-08-18,381.01,delivered,marketplace
2013082,19535,2026-08-05,473.03,shipped,marketplace
2013083,17549,2026-08-17,361.12,shipped,web
2013084,9008,2026-08-08,77.88,placed,web
2013085,24157,2026-08-07,417.21,delivered,marketplace
2013086,12546,2026-08-01,462.35,placed,web
2013087,5695,2026-08-15,16.96,shipped,mobile_app
2013088,13000,2026-08-22,356.22,delivered,marketplace
2013089,16496,2026-08-21,471.63,shipped,marketplace
2013090,29660,2026-08-13,52.83,delivered,phone
2013091,43591,2026-08-09,318.98,placed,marketplace
2013092,49018,2026-08-13,456.47,delivered,web
2013093,29680,2026-08-13,313.86,returned,mobile_app
2013094,46185,2026-08-18,481.01,delivered,marketplace
2013095,3899,2026-08-06,303.31,placed,marketplace
2013096,35828,2026-08-06,368.79,placed,web
2013097,16439,2026-08-18,74.16,placed,phone
2013098,17857,2026-08-12,398.16,returned,mobile_app
2013099,39265,2026-08-25,117.13,returned,phone
2013100,10664,2026-08-06,281.46,placed,marketplace
2013101,17845,2026-08-13,336.73,shipped,marketplace
2013102,41035,2026-08-07,376.14,returned,mobile_app
2013103,48932,2026-08-19,29.98,returned,marketplace
2013104,16643,2026-07-29,16.86,delivered,web
2013105,35547,2026-07-28,224.03,delivered,phone
2013106,5879,2026-08-16,393.32,returned,marketplace
2013107,18899,2026-08-18,137.02,returned,phone
2013108,28857,2026-08-06,319.85,shipped,phone
2013109,40314,2026-08-23,265.16,placed,phone
2013110,42698,2026-08-14,145.83,shipped,mobile_app
2013111,41645,2026-07-29,28.45,delivered,mobile_app
2013112,30272,2026-08-19,421.22,delivered,mobile_app
2013113,39852,2026-07-30,299.48,shipped,phone
2013114,5939,2026-08-04,482.59,returned,marketplace
2013115,32177,2026-08-05,187.3,shipped,mobile_app
2013116,17145,2026-07-28,59.36,delivered,web
2013117,7025,2026-08-19,364.07,delivered,web
2013118,28394,2026-08-25,123.43,shipped,marketplace
2013119,44781,2026-08-04,86.47,placed,phone
2013120,2048,2026-08-11,313.69,delivered,phone
2013121,5844,2026-08-22,432.59,returned,mobile_app
2013122,784,2026-08-26,451.87,delivered,web
2013123,10961,2026-08-08,39.97,placed,marketplace
2013124,22533,2026-07-31,40.84,placed,mobile_app
2013125,49759,2026-08-02,108.01,shipped,marketplace
2013126,42998,2026-08-26,303.3,shipped,phone
2013127,4272,2026-08-24,378.8,placed,web
2013128,37804,2026-08-01,347.08,placed,phone
2013129,9973,2026-08-11,345.94,returned,marketplace
2013130,20864,2026-08-19,151.71,placed,phone
2013131,2039,2026-07-30,342.53,returned,mobile_app
2013132,47132,2026-08-15,129.04,shipped,mobile_app
2013133,30528,2026-08-27,80.27,placed,marketplace
2013134,30935,2026-08-25,169.08,shipped,web
2013135,27479,2026-08-05,478.44,delivered,mobile_app
2013136,48503,2026-08-22,418.55,placed,mobile_app
2013137,29714,2026-08-08,363.56,placed,marketplace
2013138,14775,2026-08-27,492.47,placed,phone
2013139,8964,2026-08-01,47.14,returned,marketplace
2013140,22003,2026-08-12,335.45,returned,phone
2013141,8009,2026-08-17,498.03,placed,phone
2013142,15279,2026-07-30,103.23,delivered,web
2013143,25298,2026-08-15,217.28,delivered,web
2013144,27107,2026-08-02,152.83,returned,web
2013145,32464,2026-08-26,365.82,placed,marketplace
2013146,37527,2026-08-16,173.95,placed,web
2013147,33892,2026-08-06,340.86,returned,marketplace
2013148,42905,2026-08-26,133.75,placed,marketplace
2013149,41049,2026-08-17,87.71,shipped,marketplace
2013150,19410,2026-08-19,192.97,shipped,web
2013151,42093,2026-08-10,215.54,returned,mobile_app
2013152,2008,2026-08-07,413.12,shipped,phone
2013153,40131,2026-07-31,342.78,returned,phone
2013154,29473,2026-08-17,283.07,returned,marketplace
2013155,48368,2026-08-20,179.87,returned,web
2013156,18768,2026-08-21,276.83,delivered,mobile_app
2013157,30726,2026-08-21,318.88,shipped,marketplace
2013158,9752,2026-07-30,390.33,placed,phone
2013159,44659,2026-08-21,369.61,shipped,phone
2013160,29155,2026-08-08,354.99,returned,marketplace
2013161,21205,2026-08-08,320.17,placed,mobile_app
2013162,6712,2026-08-02,409.92,returned,web
2013163,21037,2026-08-26,239.97,returned,phone
2013164,3552,2026-08-17,208.21,shipped,phone
2013165,48365,2026-08-22,132.02,shipped,web
2013166,46490,2026-08-02,77.69,shipped,marketplace
2013167,2498,2026-07-28,143.8,returned,web
2013168,10736,2026-08-25,335.89,delivered,mobile_app
2013169,19256,2026-08-08,453.77,delivered,mobile_app
2013170,16506,2026-07-28,216.74,shipped,marketplace
2013171,20560,2026-08-16,81.56,delivered,mobile_app
2013172,21517,2026-08-16,412.7,returned,web
2013173,22808,2026-08-17,307.76,placed,mobile_app
2013174,37286,2026-07-31,35.5,shipped,web
2013175,680,2026-08-03,446.17,delivered,phone
2013176,4097,2026-08-07,446.2,placed,marketplace
2013177,1334,2026-08-02,303.22,returned,marketplace
2013178,32486,2026-08-27,21.13,shipped,web
2013179,36514,2026-07-28,385.31,returned,phone
2013180,44404,2026-08-08,71.88,delivered,mobile_app
2013181,2055,2026-08-09,193.13,placed,marketplace
2013182,48866,2026-08-01,435.58,shipped,marketplace
2013183,9687,2026-08-08,159.36,shipped,marketplace
2013184,777,2026-08-25,52.12,shipped,phone
2013185,47477,2026-08-13,328.01,shipped,web
2013186,6661,2026-07-29,12.43,delivered,marketplace
2013187,35248,2026-08-25,55.98,placed,mobile_app
2013188,47318,2026-08-04,37.75,delivered,marketplace
2013189,15883,2026-08-19,338.32,returned,marketplace
2013190,32498,2026-08-14,71.29,returned,web
2013191,30823,2026-08-20,494.31,placed,mobile_app
2013192,43495,2026-08-11,197.79,delivered,marketplace
2013193,47328,2026-08-26,333.23,returned,mobile_app
2013194,3012,2026-08-25,268.07,delivered,web
2013195,12441,2026-08-15,169.0,placed,mobile_app
2013196,19030,2026-08-24,449.96,placed,marketplace
2013197,30890,2026-07-29,160.8,delivered,phone
2013198,1061,2026-08-15,345.32,placed,phone
2013199,15688,2026-08-12,424.14,returned,web
2013200,33316,2026-07-31,226.42,delivered,phone
2013201,18633,2026-08-16,150.61,returned,web
2013202,13041,2026-08-24,67.65,delivered,phone
2013203,17864,2026-07-30,115.52,delivered,web
2013204,42867,2026-08-24,450.12,shipped,mobile_app
2013205,45760,2026-08-10,381.64,shipped,phone
2013206,10286,2026-08-04,235.14,placed,marketplace
2013207,36567,2026-08-05,417.44,delivered,phone
2013208,47218,2026-08-03,117.01,placed,mobile_app
2013209,28593,2026-08-26,54.76,delivered,mobile_app
2013210,40506,2026-08-01,113.93,shipped,marketplace
2013211,40088,2026-08-01,64.48,returned,phone
2013212,18044,2026-08-15,319.34,delivered,mobile_app
2013213,9253,2026-08-04,296.46,returned,mobile_app
2013214,33725,2026-08-08,50.13,returned,web
2013215,27183,2026-08-08,374.85,returned,marketplace
2013216,4669,2026-08-17,61.22,delivered,marketplace
2013217,24831,2026-08-17,207.76,returned,mobile_app
2013218,6971,2026-08-27,234.97,delivered,marketplace
2013219,38021,2026-08-16,423.07,shipped,web
2013220,48308,2026-08-10,371.59,delivered,web
2013221,14610,2026-08-12,239.85,returned,marketplace
2013222,43471,2026-08-13,329.06,shipped,mobile_app
2013223,10282,2026-08-25,326.77,placed,web
2013224,16762,2026-08-04,393.9,shipped,marketplace
2013225,24382,2026-08-13,435.48,delivered,web
2013226,41623,2026-07-30,8.06,delivered,marketplace
2013227,37226,2026-08-11,483.97,placed,mobile_app
2013228,568,2026-08-19,296.94,delivered,mobile_app
2013229,15658,2026-08-10,200.68,returned,marketplace
2013230,19829,2026-08-12,86.72,placed,web
2013231,24133,2026-08-13,203.2,delivered,phone
2013232,36435,2026-08-19,439.68,returned,web
2013233,42001,2026-08-07,424.07,delivered,web
2013234,14624,2026-08-03,69.83,shipped,mobile_app
2013235,26794,2026-08-11,157.98,delivered,marketplace
2013236,40996,2026-08-24,157.62,placed,phone
2013237,42382,2026-08-06,151.47,shipped,web
2013238,23955,2026-08-14,109.02,returned,marketplace
2013239,27307,2026-08-13,222.73,delivered,phone
2013240,9126,2026-08-09,382.63,returned,phone
2013241,43880,2026-08-17,153.42,placed,mobile_app
2013242,8291,2026-08-08,204.81,placed,mobile_app
2013243,7964,2026-07-29,491.19,delivered,phone
2013244,24035,2026-07-29,110.55,placed,web
2013245,18490,2026-08-06,184.69,placed,marketplace
2013246,9615,2026-07-31,493.48,shipped,phone
2013247,43929,2026-08-23,23.93,placed,marketplace
2013248,29410,2026-08-12,39.22,placed,marketplace
2013249,38967,2026-08-04,216.27,delivered,marketplace
2013250,13706,2026-07-30,393.71,returned,mobile_app
2013251,2688,2026-08-23,284.92,returned,web
2013252,6596,2026-08-06,353.53,delivered,mobile_app
2013253,24889,2026-08-16,148.71,shipped,phone
2013254,14570,2026-08-02,367.48,delivered,mobile_app
2013255,41879,2026-08-20,384.03,returned,phone
2013256,49793,2026-08-24,445.52,returned,web
2013257,36536,2026-08-26,449.07,placed,web
2013258,27559,2026-08-09,167.0,returned,mobile_app
2013259,5244,2026-08-27,302.36,placed,web
2013260,9055,2026-08-25,251.54,placed,mobile_app
2013261,17103,2026-08-10,192.35,returned,web
2013262,43510,2026-08-03,233.58,returned,web
2013263,20216,2026-08-10,127.96,placed,phone
2013264,40844,2026-08-04,255.68,shipped,web
2013265,14491,2026-08-07,5.7,shipped,phone
2013266,42117,2026-08-01,412.75,delivered,mobile_app
2013267,46257,2026-08-21,171.85,shipped,phone
2013268,43504,2026-08-02,407.8,returned,marketplace
2013269,45552,2026-08-04,190.01,delivered,phone
2013270,29790,2026-08-11,239.96,returned,mobile_app
2013271,10904,2026-08-05,121.03,placed,phone
2013272,43588,2026-08-10,299.07,delivered,web
2013273,37540,2026-08-26,120.81,placed,phone
2013274,48833,2026-08-26,458.99,returned,web
2013275,35336,2026-08-10,303.54,shipped,mobile_app
2013276,37713,2026-08-23,436.3,shipped,web
2013277,11210,2026-08-21,448.9,delivered,web
2013278,47320,2026-08-01,32.53,returned,mobile_app
2013279,41645,2026-08-05,147.3,delivered,mobile_app
2013280,2911,2026-08-26,285.26,delivered,mobile_app
2013281,25284,2026-08-09,329.22,shipped,mobile_app
2013282,35136,2026-07-28,190.64,delivered,phone
2013283,27866,2026-07-31,448.68,placed,phone
2013284,31813,2026-08-08,497.79,returned,phone
2013285,40634,2026-08-13,294.5,delivered,web
2013286,34679,2026-07-28,364.69,shipped,marketplace
2013287,18307,2026-08-09,156.7,placed,web
2013288,42833,2026-08-27,21.23,shipped,mobile_app
2013289,6770,2026-08-05,279.4,placed,mobile_app
2013290,33594,2026-08-20,260.93,shipped,web
2013291,34683,2026-08-19,268.26,returned,marketplace
2013292,33510,2026-07-28,120.83,delivered,marketplace
2013293,24501,2026-08-04,395.85,returned,mobile_app
2013294,14009,2026-07-28,358.82,returned,web
2013295,43347,2026-08-25,293.64,shipped,web
2013296,3000,2026-07-31,285.22,placed,mobile_app
2013297,5447,2026-08-15,40.76,shipped,phone
2013298,3813,2026-08-10,105.54,shipped,phone
2013299,40881,2026-08-01,207.61,placed,web
2013300,18133,2026-08-22,140.39,placed,phone
2013301,33800,2026-08-13,329.15,delivered,phone
2013302,21132,2026-08-24,94.16,placed,mobile_app
2013303,29,2026-08-13,355.16,shipped,marketplace
2013304,23614,2026-08-27,396.91,returned,marketplace
2013305,5655,2026-08-10,315.97,placed,web
2013306,2988,2026-08-16,451.17,returned,mobile_app
2013307,15466,2026-08-15,278.07,placed,marketplace
2013308,49148,2026-08-27,319.11,returned,mobile_app
2013309,14560,2026-08-16,296.96,returned,marketplace
2013310,11014,2026-08-20,330.97,delivered,marketplace
2013311,10068,2026-08-14,184.71,delivered,phone
2013312,36862,2026-08-09,410.41,shipped,web
2013313,25075,2026-08-07,75.15,delivered,mobile_app
2013314,26650,2026-08-25,304.45,returned,web
2013315,5417,2026-08-18,497.34,placed,web
2013316,19051,2026-08-19,252.2,shipped,web
2013317,3214,2026-08-14,196.0,shipped,phone
2013318,29417,2026-08-17,116.49,returned,mobile_app
2013319,39194,2026-08-08,186.18,shipped,marketplace
2013320,10373,2026-08-27,137.35,placed,mobile_app
2013321,38926,2026-08-21,377.5,returned,phone
2013322,30136,2026-08-16,295.37,returned,mobile_app
2013323,30031,2026-08-16,59.78,shipped,marketplace
2013324,23389,2026-07-28,321.66,delivered,phone
2013325,7122,2026-08-05,234.4,placed,web
2013326,21343,2026-08-24,30.54,returned,web
2013327,42939,2026-08-07,111.13,placed,phone
2013328,23763,2026-07-29,340.06,delivered,mobile_app
2013329,27874,2026-08-23,370.24,placed,web
2013330,35727,2026-08-09,266.81,shipped,web
2013331,28672,2026-08-09,194.09,placed,mobile_app
2013332,2788,2026-07-28,19.41,delivered,web
2013333,3,2026-08-15,307.93,placed,mobile_app
2013334,29261,2026-08-21,228.14,delivered,web
2013335,8903,2026-08-21,274.06,delivered,phone
2013336,5965,2026-08-15,210.52,placed,phone
2013337,941,2026-07-31,118.94,returned,web
2013338,36029,2026-08-21,444.42,placed,phone
2013339,44003,2026-08-04,140.29,shipped,web
2013340,39020,2026-08-27,238.81,delivered,marketplace
2013341,30197,2026-08-03,202.0,delivered,phone
2013342,1778,2026-08-21,118.26,placed,web
2013343,11789,2026-08-12,153.02,delivered,mobile_app
2013344,4042,2026-07-28,164.85,returned,phone
2013345,24739,2026-08-25,347.66,returned,marketplace
2013346,47924,2026-07-31,306.98,returned,mobile_app
2013347,43570,2026-08-03,451.61,placed,web
2013348,18939,2026-08-10,90.63,returned,mobile_app
2013349,17598,2026-08-25,213.63,delivered,web
2013350,730,2026-08-16,6.62,delivered,web
2013351,28261,2026-08-27,8.79,returned,marketplace
2013352,22139,2026-08-15,58.79,returned,mobile_app
2013353,9332,2026-08-21,164.79,placed,web
2013354,42966,2026-08-04,419.88,placed,mobile_app
2013355,5292,2026-08-24,99.12,returned,marketplace
2013356,43281,2026-08-13,470.82,returned,mobile_app
2013357,14093,2026-08-22,167.91,placed,web
2013358,2059,2026-08-08,242.33,shipped,phone
2013359,41837,2026-08-20,492.2,placed,marketplace
2013360,48311,2026-08-01,384.63,shipped,mobile_app
2013361,5182,2026-08-26,340.61,returned,web
2013362,22015,2026-08-10,93.9,delivered,web
2013363,46595,2026-08-03,277.96,placed,mobile_app
2013364,14667,2026-08-16,57.65,shipped,phone
2013365,27438,2026-08-15,368.6,shipped,mobile_app
2013366,2834,2026-08-08,423.44,placed,phone
2013367,1425,2026-08-20,210.2,shipped,phone
2013368,6462,2026-08-24,110.8,placed,mobile_app
2013369,18908,2026-08-01,18.77,placed,marketplace
2013370,3476,2026-08-23,87.62,shipped,phone
2013371,21708,2026-08-15,349.14,placed,phone
2013372,21532,2026-08-19,48.09,placed,phone
2013373,32967,2026-08-15,192.04,returned,phone
2013374,39018,2026-08-16,374.69,delivered,mobile_app
2013375,48282,2026-08-02,455.66,delivered,web
2013376,12333,2026-07-28,69.04,returned,web
2013377,34938,2026-08-16,400.02,shipped,marketplace
2013378,20504,2026-08-02,206.58,shipped,phone
2013379,24880,2026-08-19,318.11,shipped,marketplace
2013380,32809,2026-07-28,15.7,placed,mobile_app
2013381,23327,2026-08-01,380.69,placed,mobile_app
2013382,7933,2026-08-14,214.41,returned,web
2013383,2724,2026-08-23,26.79,returned,phone
2013384,42078,2026-08-14,149.44,shipped,mobile_app
2013385,24019,2026-07-31,337.42,shipped,marketplace
2013386,46932,2026-07-29,265.69,delivered,web
2013387,21750,2026-08-04,57.16,returned,phone
2013388,34,2026-08-18,184.26,delivered,mobile_app
2013389,31027,2026-08-18,12.16,shipped,web
2013390,23082,2026-08-16,159.32,returned,marketplace
2013391,20868,2026-08-20,246.32,delivered,phone
2013392,17961,2026-08-27,18.53,shipped,mobile_app
2013393,16744,2026-07-30,298.51,placed,marketplace
2013394,28549,2026-08-11,10.76,shipped,phone
2013395,3420,2026-08-05,344.59,placed,web
2013396,6644,2026-08-21,9.45,shipped,phone
2013397,32003,2026-08-20,77.97,shipped,marketplace
2013398,42764,2026-08-14,301.56,placed,phone
2013399,44840,2026-08-27,254.76,returned,mobile_app
2013400,67,2026-08-12,193.84,returned,marketplace
2013401,4767,2026-07-30,485.18,placed,web
2013402,2433,2026-08-18,370.46,placed,phone
2013403,9771,2026-08-22,260.78,delivered,web
2013404,22711,2026-08-24,202.75,placed,mobile_app
2013405,531,2026-08-11,86.69,returned,phone
2013406,32293,2026-08-13,337.47,shipped,marketplace
2013407,32614,2026-08-16,364.41,shipped,phone
2013408,21981,2026-08-10,341.41,returned,marketplace
2013409,26352,2026-08-06,487.7,returned,web
2013410,16442,2026-08-07,203.21,delivered,mobile_app
2013411,13506,2026-08-13,390.33,delivered,phone
2013412,25539,2026-08-17,416.71,placed,phone
2013413,35374,2026-07-31,433.76,placed,marketplace
2013414,33970,2026-08-21,396.46,returned,phone
2013415,6397,2026-07-31,345.97,shipped,mobile_app
2013416,12191,2026-07-28,340.74,delivered,phone
2013417,15120,2026-08-26,268.36,delivered,marketplace
2013418,15495,2026-08-05,337.32,returned,mobile_app
2013419,14631,2026-08-19,233.66,returned,marketplace
2013420,19066,2026-08-16,187.94,placed,marketplace
2013421,24520,2026-08-12,104.43,delivered,mobile_app
2013422,13052,2026-08-23,347.24,returned,phone
2013423,2103,2026-08-14,120.86,returned,web
2013424,11636,2026-08-11,474.45,shipped,marketplace
2013425,9318,2026-08-01,450.0,placed,phone
2013426,31765,2026-08-10,79.4,returned,phone
2013427,19022,2026-08-09,472.13,placed,marketplace
2013428,25979,2026-08-12,282.32,placed,marketplace
2013429,8699,2026-08-19,238.76,shipped,mobile_app
2013430,3257,2026-08-10,383.2,returned,marketplace
2013431,2324,2026-08-04,455.08,returned,web
2013432,28735,2026-08-01,99.95,delivered,mobile_app
2013433,12330,2026-08-20,173.61,placed,web
2013434,33229,2026-08-20,410.34,placed,marketplace
2013435,21690,2026-07-28,337.71,shipped,phone
2013436,3997,2026-08-18,13.61,returned,mobile_app
2013437,14316,2026-08-17,345.05,returned,web
2013438,13555,2026-08-21,105.57,returned,marketplace
2013439,18352,2026-08-22,58.35,placed,marketplace
2013440,46589,2026-08-27,333.64,placed,marketplace
2013441,18549,2026-08-01,449.1,shipped,web
2013442,39431,2026-08-07,297.32,returned,phone
2013443,7579,2026-07-28,158.33,placed,mobile_app
2013444,41339,2026-08-19,123.55,returned,phone
2013445,20627,2026-08-26,326.1,placed,marketplace
2013446,39635,2026-08-10,123.92,shipped,marketplace
2013447,27407,2026-07-28,162.0,returned,marketplace
2013448,15929,2026-08-06,176.69,shipped,web
2013449,35640,2026-07-28,491.23,returned,web
2013450,24438,2026-08-20,449.44,shipped,phone
2013451,39694,2026-08-26,323.91,shipped,phone
2013452,45448,2026-08-13,303.05,placed,web
2013453,41077,2026-08-23,42.85,returned,phone
2013454,12145,2026-08-07,410.61,returned,mobile_app
2013455,23996,2026-08-20,178.16,shipped,mobile_app
2013456,13674,2026-08-08,32.46,placed,marketplace
2013457,21121,2026-07-29,232.66,delivered,mobile_app
2013458,43581,2026-07-29,380.48,shipped,marketplace
2013459,10330,2026-08-13,175.0,returned,mobile_app
2013460,26563,2026-08-20,103.78,placed,web
2013461,21215,2026-08-09,68.3,placed,mobile_app
2013462,9912,2026-08-10,293.09,delivered,marketplace
2013463,2863,2026-08-19,400.98,returned,phone
2013464,19361,2026-07-28,299.89,placed,marketplace
2013465,29232,2026-08-02,488.45,returned,marketplace
2013466,18565,2026-08-03,343.71,placed,marketplace
2013467,11194,2026-08-03,363.73,shipped,marketplace
2013468,26209,2026-08-11,171.48,returned,phone
2013469,506,2026-08-19,184.7,delivered,web
2013470,28888,2026-07-31,388.99,placed,marketplace
2013471,11298,2026-07-30,430.75,shipped,mobile_app
2013472,28117,2026-07-31,211.21,placed,phone
2013473,4028,2026-08-05,308.44,returned,marketplace
2013474,1980,2026-08-13,162.29,placed,web
2013475,24647,2026-08-27,216.22,placed,mobile_app
2013476,5855,2026-08-09,371.56,placed,phone
2013477,16133,2026-07-28,23.65,shipped,mobile_app
2013478,1335,2026-08-23,69.2,shipped,phone
2013479,43021,2026-08-23,155.0,placed,mobile_app
2013480,29635,2026-07-28,383.55,placed,phone
2013481,4051,2026-08-09,417.15,returned,web
2013482,49528,2026-08-18,285.09,shipped,marketplace
2013483,13124,2026-08-20,354.39,shipped,marketplace
2013484,27273,2026-08-24,148.12,placed,phone
2013485,21119,2026-08-10,457.74,returned,phone
2013486,34534,2026-08-14,124.24,placed,mobile_app
2013487,48240,2026-08-27,431.91,returned,web
2013488,46333,2026-08-15,85.14,delivered,marketplace
2013489,35291,2026-08-27,20.25,delivered,web
2013490,17598,2026-08-11,55.53,shipped,phone
2013491,22290,2026-08-01,333.79,shipped,marketplace
2013492,11865,2026-08-22,228.48,returned,web
2013493,19495,2026-08-01,82.88,delivered,mobile_app
2013494,3506,2026-08-18,478.09,returned,phone
2013495,35992,2026-08-22,255.61,placed,phone
2013496,14315,2026-08-25,100.57,placed,marketplace
2013497,20592,2026-08-08,489.94,placed,mobile_app
2013498,4414,2026-08-23,424.99,placed,mobile_app
2013499,16998,2026-08-27,292.41,shipped,web
2013500,6532,2026-08-01,484.36,delivered,web
2013501,31728,2026-08-14,84.01,delivered,web
2013502,19331,2026-08-09,243.5,delivered,phone
2013503,15242,2026-08-21,110.39,returned,marketplace
2013504,16328,2026-08-22,83.39,shipped,marketplace
2013505,5462,2026-08-18,408.86,placed,mobile_app
2013506,9168,2026-08-07,134.78,delivered,mobile_app
2013507,8977,2026-08-08,446.71,shipped,marketplace
2013508,49624,2026-08-04,262.33,shipped,web
2013509,16437,2026-08-24,193.01,placed,phone
2013510,39587,2026-08-05,6.79,shipped,web
2013511,30851,2026-08-05,158.52,shipped,phone
2013512,32726,2026-08-19,435.84,shipped,phone
2013513,9104,2026-08-14,453.06,returned,web
2013514,7131,2026-08-24,436.87,delivered,web
2013515,25026,2026-08-15,432.76,returned,marketplace
2013516,47882,2026-08-11,172.17,delivered,mobile_app
2013517,15454,2026-08-06,165.98,delivered,web
2013518,15432,2026-08-04,362.46,delivered,marketplace
2013519,16971,2026-08-12,244.97,shipped,marketplace
2013520,24616,2026-08-21,114.62,returned,marketplace
2013521,16010,2026-08-13,168.99,placed,mobile_app
2013522,31643,2026-08-14,120.75,placed,mobile_app
2013523,15864,2026-08-07,448.59,shipped,marketplace
2013524,28108,2026-08-26,406.45,delivered,mobile_app
2013525,42450,2026-08-10,40.96,placed,phone
2013526,6854,2026-08-15,212.94,shipped,web
2013527,40451,2026-08-20,218.8,delivered,marketplace
2013528,28422,2026-08-02,101.93,delivered,marketplace
2013529,43116,2026-08-23,474.61,returned,marketplace
2013530,20627,2026-08-13,300.14,shipped,web
2013531,29885,2026-08-18,481.43,shipped,web
2013532,1991,2026-08-15,478.97,shipped,marketplace
2013533,9284,2026-08-21,37.73,delivered,mobile_app
2013534,31996,2026-08-27,163.49,returned,mobile_app
2013535,6042,2026-08-20,424.72,placed,mobile_app
2013536,12581,2026-08-21,134.11,shipped,mobile_app
2013537,33738,2026-08-16,279.85,delivered,web
2013538,6182,2026-08-18,294.26,returned,marketplace
2013539,45926,2026-08-22,124.93,delivered,marketplace
2013540,25628,2026-07-31,164.97,shipped,mobile_app
2013541,28253,2026-08-07,171.6,returned,mobile_app
2013542,15656,2026-08-20,236.1,shipped,phone
2013543,21275,2026-08-20,385.42,returned,web
2013544,36505,2026-08-21,188.16,returned,phone
2013545,5549,2026-08-24,12.03,returned,phone
2013546,10084,2026-07-29,165.48,returned,marketplace
2013547,40554,2026-08-03,195.48,placed,phone
2013548,5157,2026-08-17,468.84,returned,web
2013549,35319,2026-08-08,100.78,shipped,marketplace
2013550,3209,2026-08-04,336.08,delivered,phone
